txt,name,source_link,doc_type,dictionary_type
"""Put on your clothes, get your shot-gun and come out and drive off the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"killing gang.""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""But what good will that do? They will come back again.""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""Not if we do our duty. We must have them arrested, and appear against",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"them in court.""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""But,"" says the sleepy citizen, ""That won't do much good. The laws are",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"not strict enough; and besides, they are not well enforced, even as they",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"are!""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""Then let's make it our business to see that the present laws are",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"enforced, and go to our members of the legislature, and have them pass",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"some stronger laws.""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
And this brings me to a very important subject:,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
HOW TO PASS A NEW LAW,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
We venture to say that the average citizen little realizes how possible,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
it is to secure the passage of a law that is clearly necessary for the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"better protection of wild life and forests. Because of this, and of the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"necessity for exact knowledge, I shall here set down specific",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
instructions on this subject.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE PERSONAL EQUATION.--One determined man can secure the passage of a,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"good law, provided he is reasonably intelligent and sufficiently",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
determined. The man who starts a movement must make up his mind to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"follow it up, direct its fortunes, stay with it when the storms of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"opposition beat upon it, and never give up until it is signed by the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"governor. He must be willing to sacrifice his personal convenience, many",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of his pleasures, and work when his friends are asleep or pleasuring.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
In working for the protection of wild life there is one mighty and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
unfailing source of consolation. It is this:,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"_Your cause always gains in strength, and the cause of the destroyers",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
always loses strength!_,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE CHOICE OF A CAUSE.--Be broad-minded. Do not rush to the legislature,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
with a demand for a law to permit the taking of bull-heads with,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"June-bugs in the creeks of your township, or to give your county a",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
specially early open season on quail in order that your boy may try his,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"new gun before he goes back to college. _Don't propose any ""local""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"legislation_; for in progressive states, local game legislation is",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"coming strongly into disfavor,--just as it should! Legislate for your",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"whole state, and nothing less.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Do not bother your legislature with a trivial bill. Choose a cause that,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"is worth while to grown men, and it shall be well with you. It takes no",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
more time to pass a large bill than a small one; and big men prefer to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
be identified with big measures.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Before you have a bill drawn, advise with men whose opinions are worth",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"having. If the end you have in mind is a great and good one, _go ahead_,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
whether you secure support in advance or not. If the needs of the hour,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"clearly demand the measure, _go ahead_, even though you start absolutely",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
alone. A good measure never goes far without attracting company.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"DRAFTING A BILL.--As a rule, the members of a legislative body do not",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
have time to draft bills on subjects that are new or strange to them. A,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
short bill is easily prepared by your own representative; but a lengthy,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"bill, covering a serious reform, is a different matter. Hire a lawyer to",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
draft the bill for you. A really good lawyer will not charge much for,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"drafting a bill that is to benefit the public, and grind no private axe;",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"but if the bill is long, and requires long study, even the good citizen",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
must charge something.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Your bill must fully recognize existing laws. It must be either,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
prohibitory or permissive; which means that it can say what shall not be,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"done, or else that which may be done according to law, all other acts",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
being forbidden. Your lawyer must decide which form is best. For my,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"part, I greatly prefer the prohibitive form, as being the stronger and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
more impressive of the two. I think it is the province of the law _to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"forbid_ the destruction of wild life and forests, under penalties.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
PENALTIES.--Every law should provide a penalty for its infringement; but,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the penalty should not be out of all proportion to the offense. It is,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
just as unwise to impose a fine of one dollar for killing song-birds for,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
food as it is to provide for a fine of three hundred dollars. A fine,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"that is too small fails to impress the prisoner, and it begets contempt",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
for the law and the courts! A fine that is altogether too high is apt to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"be set aside by the court as ""excessive."" In my opinion, the best fines",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
for wild life slaughter would be as follows:,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Shooting, netting or trapping song-birds, and other non-game",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  birds, each bird                                          $5 to $25",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Killing game birds out of season, each bird                 10 to  50",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Selling game contrary to law, each offense                 100 to 200",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Dynamiting fish                                            100 to 200,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Seining or netting game fishes                              50 to 200,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Shooting birds with unfair weapons                          10 to 100,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Killing an egret, Carolina parakeet or whooping crane      100 to 200",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Killing a mountain sheep or antelope anywhere in the U.S.         500,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Killing an elk contrary to law                                     50,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Killing a female deer, or fawn without horns, each offense         50",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Trapping a grizzly bear for its skin                              100,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"For killing a man ""by mistake,"" the fine should be $500, payable in five",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"annual instalments, to the court, for the family of the victim.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Whenever fines are not paid, the convicted party should be sentenced to",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
imprisonment at hard labor at the rate of one-half day for each dollar,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of the fine imposed; and a sentence at hard labor should be the _first,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
option of the court_! Many a rich and reckless poacher snaps his fingers,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
at fines; but a sentence to hard labor would strike terror to the heart,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of the most brazen of them. To all such men, ""labor"" is the twin terror",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"to ""death.""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE INTRODUCTION OF A BILL.--Much wisdom is called for in the selection,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of legislative champions for wild-life bills. It is possible to state,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
here only the leading principles involved.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
